facet_id,raw_value,normalized_value,leading_id_prefix,normalization_transforms,is_malformed,malformed_reason,facet_type,conversation_observable,sensitivity,requires_explicit_disclosure,abstention_reason,is_duplicate_normalized,duplicate_of_facet_id,scoring_scale,scoring_anchors_json
F0164,Macronutrient ratio: fat,Macronutrient ratio: fat,,,False,,medical_biological,False,high,False,requires_medical_lab_or_genetic_evidence,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Macronutrient ratio: fat' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Macronutrient ratio: fat'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Macronutrient ratio: fat'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Macronutrient ratio: fat'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Macronutrient ratio: fat'.""}"
F0165,Cooking and Culinary Arts,Cooking and Culinary Arts,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Cooking and Culinary Arts' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Cooking and Culinary Arts'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Cooking and Culinary Arts'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Cooking and Culinary Arts'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Cooking and Culinary Arts'.""}"
F0166,Language use,Language use,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Language use' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Language use'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Language use'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Language use'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Language use'.""}"
F0167,Dance-style mastery diversity,Dance-style mastery diversity,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Dance-style mastery diversity' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Dance-style mastery diversity'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Dance-style mastery diversity'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Dance-style mastery diversity'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Dance-style mastery diversity'.""}"
F0168,Satya Adherence,Satya Adherence,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Satya Adherence' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Satya Adherence'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Satya Adherence'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Satya Adherence'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Satya Adherence'.""}"
F0169,Ethnocentrism,Ethnocentrism,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Ethnocentrism' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Ethnocentrism'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Ethnocentrism'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Ethnocentrism'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Ethnocentrism'.""}"
F0170,Emotional Boundaries,Emotional Boundaries,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Emotional Boundaries' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Emotional Boundaries'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Emotional Boundaries'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Emotional Boundaries'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Emotional Boundaries'.""}"
F0171,Creativity in solutions,Creativity in solutions,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Creativity in solutions' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Creativity in solutions'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Creativity in solutions'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Creativity in solutions'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Creativity in solutions'.""}"
F0172,Psychological construct: Hope scale,Psychological construct: Hope scale,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Psychological construct: Hope scale' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Psychological construct: Hope scale'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Psychological construct: Hope scale'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Psychological construct: Hope scale'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Psychological construct: Hope scale'.""}"
F0173,565. Practice frequency: Walking meditation,Practice frequency: Walking meditation,565,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Practice frequency: Walking meditation' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Practice frequency: Walking meditation'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Practice frequency: Walking meditation'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Practice frequency: Walking meditation'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Practice frequency: Walking meditation'.""}"
F0174,Depression (DEP),Depression (DEP),,,False,,clinical_psychological_scale,False,high,False,requires_validated_clinical_instrument_or_diagnosis,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Depression (DEP)' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Depression (DEP)'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Depression (DEP)'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Depression (DEP)'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Depression (DEP)'.""}"
F0175,Understanding Mathematical Concepts,Understanding Mathematical Concepts,,,False,,cognitive_psychometric,False,medium,False,requires_formal_psychometric_testing,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Understanding Mathematical Concepts' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Understanding Mathematical Concepts'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Understanding Mathematical Concepts'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Understanding Mathematical Concepts'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Understanding Mathematical Concepts'.""}"
F0176,Hypomania (Ma),Hypomania (Ma),,,False,,clinical_psychological_scale,False,high,False,requires_validated_clinical_instrument_or_diagnosis,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Hypomania (Ma)' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Hypomania (Ma)'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Hypomania (Ma)'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Hypomania (Ma)'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Hypomania (Ma)'.""}"
F0177,Goal-Directed Behavior,Goal-Directed Behavior,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Goal-Directed Behavior' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Goal-Directed Behavior'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Goal-Directed Behavior'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Goal-Directed Behavior'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Goal-Directed Behavior'.""}"
F0178,Depth of Emotional Connections,Depth of Emotional Connections,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Depth of Emotional Connections' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Depth of Emotional Connections'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Depth of Emotional Connections'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Depth of Emotional Connections'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Depth of Emotional Connections'.""}"
F0179,Binding foundations index,Binding foundations index,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Binding foundations index' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Binding foundations index'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Binding foundations index'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Binding foundations index'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Binding foundations index'.""}"
F0180,Ego Dissolution Frequency,Ego Dissolution Frequency,,,False,,behavioral_frequency_count,True,low,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Ego Dissolution Frequency' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Ego Dissolution Frequency'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Ego Dissolution Frequency'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Ego Dissolution Frequency'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Ego Dissolution Frequency'.""}"
F0181,Activator: Turning thoughts into action,Activator: Turning thoughts into action,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Activator: Turning thoughts into action' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Activator: Turning thoughts into action'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Activator: Turning thoughts into action'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Activator: Turning thoughts into action'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Activator: Turning thoughts into action'.""}"
